Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor
636,2016-05-12,2016 05 12 5,https://youtu.be/P2LNyJTPOm4,15M 24S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,5.39,It is time for a 21st century model of electing individuals to the House.,It is time for a 21st century model of electing individuals to the House.
637,2016-05-12,2016 05 12 6,https://youtu.be/EQauBVlZEmM,33M 45S,"Hon. Dominic LeBlanc (Leader of the Government in the House of Commons, Lib.)",0,LIB,3.07,Every dollar spent on that trip was worth it for Canadians.,Every dollar spent on that trip was worth it for Canadians.
638,2016-05-12,2016 05 12 7,https://youtu.be/CDB7SpWbSmU,38M 43S,"Mr. Todd Doherty (Cariboo—Prince George, CPC)",0,CPC,10.56,"Mr. Speaker, it was the Conservative government that put an end to the longest and most costly trade disagreement in history with the softwood lumber agreement.","Mr. Speaker, it was the Conservative government that put an end to the longest and most costly trade disagreement in history with the softwood lumber agreement."
639,2016-05-12,2016 05 12 8,https://youtu.be/FeXghItL2mM,40M 44S,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",1,LIB,9.13,"Mr. Speaker, our government and I understand how important the forestry industry is to Quebec and Canada.","Monsieur le Président, notre gouvernement et moi-même reconnaissons l'importance de l'industrie forestière pour le Québec et pour le Canada."
640,2016-05-12,2016 05 12 9,https://youtu.be/l-dENjgaXlE,46M 6S,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",0,CPC,4.57,Conservatives have tabled the Sergei Magnitsky law in both the House and the Senate.,Conservatives have tabled the Sergei Magnitsky law in both the House and the Senate.
641,2016-05-09,2016 05 09 0,https://youtu.be/8f54X9CqvFw,56S,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",0,LIB,11.31,"As we move now into future phases of how we will assist Alberta and Fort McMurray in the recovery, we will examine all possibilities for how everyone can help to the maximum extent possible.","As we move now into future phases of how we will assist Alberta and Fort McMurray in the recovery, we will examine all possibilities for how everyone can help to the maximum extent possible."
642,2016-05-09,2016 05 09 1,https://youtu.be/LZW93oe9xxU,3M 39S,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",1,CPC,5.32,"When the time came to meet the President of the United States, where was the Minister of Natural Resources?"," Or, quand est venu le temps de rencontrer le président des États-Unis, où était le ministre des Ressources naturelles?"
643,2016-05-09,2016 05 09 2,https://youtu.be/fwebpyFONiE,21M 37S,"Hon. Candice Bergen (Portage—Lisgar, CPC)",0,CPC,7.15,They also need to know that the Minister of Natural Resources understands the serious implications of these oil productions being shut down.,They also need to know that the Minister of Natural Resourcesunderstands the serious implications of these oil productions being shut down.
644,2016-05-09,2016 05 09 3,https://youtu.be/6-rTsfjuk0Q,26M 13S,"Mr. Pierre Nantel (Longueuil—Saint-Hubert, NDP)",1,NDP,2.53,There are a number of Conservatives on the board of directors.,"Des conservateurs qui siègent au conseil d'administration, il y en a plusieurs."
645,2016-05-09,2016 05 09 4,https://youtu.be/wwcCf8aW2ko,27M 23S,"Mr. Darshan Singh Kang (Calgary Skyview, Lib.)",0,LIB,6.48,I know the Prime Minister and the ministers have announced numerous measures to help support the people and the region.,I know the Prime Minister and the ministers have announced numerous measures to help support the people and the region.
646,2016-05-09,2016 05 09 5,https://youtu.be/_km6JHwCIXc,28M 50S,"Ms. Dianne L. Watts (South Surrey—White Rock, CPC)",0,CPC,7.09,"Will the Minister of Infrastructure and Communities tell the House whether the Liberals are planning to sell off this crown corporation, yes or no?","Will the Minister of Infrastructure and Communities tell the House whether the Liberals are planning to sell off this crown corporation, yes or no?"
647,2016-05-09,2016 05 09 6,https://youtu.be/5xqOs-f3s6c,30M 19S,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",0,LIB,25.2,"The buckets the member makes reference to were actually created by the previous government in multiple areas that we are actually trying to put together, so we can deliver results to Canadians in the way that Canadians expect us to do, to deliver the kind of infrastructure they need for public transit, for social housing, for green infrastructure, to build strong, sustainable communities.","The buckets the member makes reference to were actually created by the previous government in multiple areas that we are actually trying to put together, so we can deliver results to Canadians in the way that Canadians expect us to do, to deliver the kind of infrastructure they need for public transit, for social housing, for green infrastructure, to build strong, sustainable communities."
648,2016-05-09,2016 05 09 7,https://youtu.be/JLsFgHfMAuI,42M 26S,"Hon. Marc Garneau (Minister of Transport, Lib.)",0,LIB,7.43," Of course, we encourage the port authority to work with all the local communities, including the City of Richmond."," Of course, we encourage the port authority to work with all the local communities, including the City of Richmond."
649,2016-05-09,2016 05 09 8,https://youtu.be/U0WD0U0Ltig,45M 5S,"Mr. Louis Plamondon (Bécancour—Nicolet—Saurel, BQ)",1,BQ,9.34,It urged the government to enforce the spirit and the letter of the cheese standards and to treat diafiltered milk as a dairy ingredient.,Elle a invité le gouvernement à faire respecter l'esprit et la lettre des normes fromagères de façon à traiter le lait diafiltré comme un ingrédient laitier.
650,2016-05-09,2016 05 09 9,https://youtu.be/yWTImp-olT8,47M 5S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,10.21,"  It is very clear to all Canadians the way in which we will proceed, which is principled with a predictability of timing and with meaningful consultation with aboriginal peoples.","  It is very clear to all Canadians the way in which we will proceed, which is principled with a predictability of timing and with meaningful consultation with aboriginal peoples."
651,2016-05-04,2016 05 04 0,https://youtu.be/-qoUXAejITA,5M 59S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,LIB,9.27,We know that these are the types of investments that will boost economic growth and allow Canadians to get to work and get better jobs.,On sait que ce sont les genres d'investissements qui vont favoriser la croissance économique et permettre aux Canadiens de se rendre au travail et d'obtenir de meilleurs emplois.
652,2016-05-04,2016 05 04 1,https://youtu.be/rLkxlLq6fTM,13M 55S,"Mr. Phil McColeman (Brantford—Brant, CPC)",0,CPC,9.13,"Mr. Speaker, the credibility of the Minister of Finance took another big hit this week when he admitted that he does not care about this whole balanced budget thing.","Mr. Speaker, the credibility of the Minister of Finance took another big hit this week when he admitted that he does not care about this whole balanced budget thing."
653,2016-05-04,2016 05 04 2,https://youtu.be/dwUb7qah40w,15M 3S,"Hon. Alice Wong (Richmond Centre, CPC)",0,CPC,8.03,"Mr. Speaker, just this week, Stats Canada showed what Conservatives have known all along, small businesses are the middle class.","Mr. Speaker, just this week, Stats Canada showed what Conservatives have known all along, small businesses are the middle class."
654,2016-05-04,2016 05 04 3,https://youtu.be/QUCU2EoR2Ic,15M 39S,"Ms. Gudie Hutchings (Parliamentary Secretary for Small Business and Tourism, Lib.)",0,LIB,7.22,"Mr. Speaker, I am proud to rise in the House as a small business owner and operator in Newfoundland and Labrador for over 25 years","Mr. Speaker, I am proud to rise in the House as a small business owner and operator in Newfoundland and Labrador for over 25 years"
655,2016-05-04,2016 05 04 4,https://youtu.be/7-RiNXTOFPo,17M 12S,"Hon. Bill Morneau (Minister of Finance, Lib.)",1,LIB,8.24,"We decided to invest in the future of Canadian families, to help improve their future.","Nous avons décidé de faire des investissements pour l'avenir de nos familles canadiennes, afin qu'elles aient une meilleure situation dans l'avenir."
656,2016-05-04,2016 05 04 5,https://youtu.be/uDoWIIVYDO0,21M 1S,"Hon. Gerry Ritz (Battlefords—Lloydminster, CPC)",1,CPC,5.04,"If that is even remotely true, will the trade minister do her job and table those agreements?","If that is even remotely true, will the trade minister do her job and table those agreements?"
657,2016-05-04,2016 05 04 6,https://youtu.be/iyEmG_7wd0U,23M 10S,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",0,CPC,4.57,She booked first-class flights to LA from Manila when she had a free ride home on the government jet.,She booked first-class flights to LA from Manila when she had a free ride home on the government jet.
658,2016-05-04,2016 05 04 7,https://youtu.be/iVzrFFW7yRA,23M 56S,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",0,LIB,10.36,Here is a news story: “The Conservative government has hired two former White House communications strategists as part of a 'sustained' effort to raise Canada's profile in”—,Here is a news story: “The Conservative government has hired two former White House communications strategists as part of a 'sustained' effort to raise Canada's profile in”—
659,2016-05-04,2016 05 04 8,https://youtu.be/N6k7w78JAjk,25M 14S,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",0,CPC,5.11,Why is she using government officials to cover up her personal vanity?,Why is she using government officials to cover up her personal vanity?
660,2016-05-04,2016 05 04 9,https://youtu.be/PMMCsY41p5g,45M 48S,"Mr. Rhéal Fortin (Rivière-du-Nord, BQ)",1,BQ,12.06,"Will the government, which includes 40 MPs from Quebec, nine of which are members of the Barreau du Quebec, amend Bill C-14 to address the gaps outlined by the Barreau du Quebec?"," Le gouvernement, qui compte 40 élus québécois, dont 9 membres du Barreau du Québec, va-t-il amender le projet de loi C-14, afin de combler les lacunes exposées par le Barreau du Québec?"
661,2016-04-22,2016 04 22 0,https://youtu.be/ch1eijPc9WM,3M 36S,"Hon. Stéphane Dion (Minister of Foreign Affairs, Lib.)",1,LIB,5.45,"We are supporting Jordan and Lebanon more than ever, and we will beat this terrorist group.","Nous appuyons plus que jamais la Jordanie et le Liban, et nous allons vaincre ce groupe terroriste."
662,2016-04-22,2016 04 22 1,https://youtu.be/dI3doD77-2U,8M 23S,"Mr. Jonathan Wilkinson (Parliamentary Secretary to the Minister of Environment and Climate Change, Lib.)",0,LIB,12.53,"We are working actively with our provincial and territorial colleagues to develop a pan-Canadian process to reducing carbon emissions and to actually developing a robust, clean growth economy.","We are working actively with our provincial and territorial colleagues to develop a pan-Canadian process to reducing carbon emissions and to actually developing a robust, clean growth economy."
