,IDMain,countedWords,date,english,floor,french,label,party,seconds,sentencePolarity,sentiment,speaker,timeStamp,wordPolaritySummed,youTube
631,2016 05 12 1,9,2016-05-12,"Mr. Speaker, listening to Canadians is at the heart of a healthy democracy.","Mr. Speaker, listening to Canadians is at the heart of a healthy democracy.",0,632,LIB,5.45,0.29006172724101426,0.29006172724101426,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.):  ",5M 15S,0.4219155124072651,https://youtu.be/u2-P2dq23IQ
632,2016 05 12 2,13,2016-05-12,Is the minister trying to engage in some sort of political sleight-of-hand in order to lead Canadians astray?,"La ministre est-elle en train de nous faire un tour de passe-passe politique, voire une manoeuvre partisane, pour fourvoyer la population canadienne?",1,633,CPC,9.2,0.31756774561654305,-0.31756774561654305,"Hon. Steven Blaney (Bellechasse—Les Etchemins—Lévis, CPC)",6M 26S,0.7119473720771825,https://youtu.be/NEWFJ6P0tzU
633,2016 05 12 3,41,2016-05-12,"This committee will be shaped by an important set of broad-based principles that include pursuing an effective and legitimate voting system which more accurately reflects Canadians' electoral wishes, a system that better engages all Canadians, one that fosters civility, consensus building, cohesion, an accessible system, one with integrity, and one that enhances the connection between representatives and their constituents.","This committee will be shaped by an important set of broad-based principles that include pursuing an effective and legitimate voting system which more accurately reflects Canadians' electoral wishes, a system that better engages all Canadians, one that fosters civility, consensus building, cohesion, an accessible system, one with integrity, and one that enhances the connection between representatives and their constituents.",0,634,LIB,26.57,1.7645970128983854,1.7645970128983854,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",13M 59S,2.433195948421988,https://youtu.be/K93QUQxqtoM
634,2016 05 12 4,16,2016-05-12,Allow me to be clear for hon. members: 2015 was the last federal election conducted under the first-past-the-post system.,Allow me to be clear for hon. members: 2015 was the last federal election conducted under the first-past-the-post system.,0,635,LIB,12.32,0.13324259637738578,0.13324259637738578,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",15M 19S,0.6077721622797461,https://youtu.be/QOEUuCL0fFo
635,2016 05 12 5,10,2016-05-12,It is time for a 21st century model of electing individuals to the House.,It is time for a 21st century model of electing individuals to the House.,0,636,LIB,5.39,0.11293112855803752,0.11293112855803752,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",15M 24S,0.4682589538195836,https://youtu.be/P2LNyJTPOm4
636,2016 05 12 6,8,2016-05-12,Every dollar spent on that trip was worth it for Canadians.,Every dollar spent on that trip was worth it for Canadians.,0,637,LIB,3.07,0.007752647798042744,-0.007752647798042744,"Hon. Dominic LeBlanc (Leader of the Government in the House of Commons, Lib.)",33M 45S,0.312495202316703,https://youtu.be/EQauBVlZEmM
637,2016 05 12 7,18,2016-05-12,"Mr. Speaker, it was the Conservative government that put an end to the longest and most costly trade disagreement in history with the softwood lumber agreement.","Mr. Speaker, it was the Conservative government that put an end to the longest and most costly trade disagreement in history with the softwood lumber agreement.",0,638,CPC,10.56,0.587621637403832,-0.587621637403832,"Mr. Todd Doherty (Cariboo—Prince George, CPC)",38M 43S,0.8347904263895803,https://youtu.be/CDB7SpWbSmU
638,2016 05 12 8,11,2016-05-12,"Mr. Speaker, our government and I understand how important the forestry industry is to Quebec and Canada.","Monsieur le Président, notre gouvernement et moi-même reconnaissons l'importance de l'industrie forestière pour le Québec et pour le Canada.",1,639,LIB,9.13,0.28038084753123776,0.28038084753123776,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",40M 44S,0.5333342386542687,https://youtu.be/FeXghItL2mM
639,2016 05 12 9,9,2016-05-12,Conservatives have tabled the Sergei Magnitsky law in both the House and the Senate.,Conservatives have tabled the Sergei Magnitsky law in both the House and the Senate.,0,640,CPC,4.57,0.16671961724101234,-0.16671961724101234,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",46M 6S,0.4615407122286602,https://youtu.be/l-dENjgaXlE
640,2016 05 09 0,23,2016-05-09,"As we move now into future phases of how we will assist Alberta and Fort McMurray in the recovery, we will examine all possibilities for how everyone can help to the maximum extent possible.","As we move now into future phases of how we will assist Alberta and Fort McMurray in the recovery, we will examine all possibilities for how everyone can help to the maximum extent possible.",0,641,LIB,11.31,0.8229278899546313,0.8229278899546313,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",56S,1.1033345330257105,https://youtu.be/8f54X9CqvFw
641,2016 05 09 1,12,2016-05-09,"When the time came to meet the President of the United States, where was the Minister of Natural Resources?"," Or, quand est venu le temps de rencontrer le président des États-Unis, où était le ministre des Ressources naturelles?",1,642,CPC,5.32,0.09010276102136623,-0.09010276102136623,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",3M 39S,0.44602966498392305,https://youtu.be/LZW93oe9xxU
642,2016 05 09 2,14,2016-05-09,They also need to know that the Minister of Natural Resources understands the serious implications of these oil productions being shut down.,They also need to know that the Minister of Natural Resourcesunderstands the serious implications of these oil productions being shut down.,0,643,CPC,7.15,0.11771214544049662,-0.11771214544049662,"Hon. Candice Bergen (Portage—Lisgar, CPC)",21M 37S,0.8137948975719544,https://youtu.be/fwebpyFONiE
643,2016 05 09 3,6,2016-05-09,There are a number of Conservatives on the board of directors.,"Des conservateurs qui siègent au conseil d'administration, il y en a plusieurs.",1,644,NDP,2.53,0.13545533206446894,-0.13545533206446894,"Mr. Pierre Nantel (Longueuil—Saint-Hubert, NDP)",26M 13S,0.2835716217024518,https://youtu.be/6-rTsfjuk0Q
644,2016 05 09 4,13,2016-05-09,I know the Prime Minister and the ministers have announced numerous measures to help support the people and the region.,I know the Prime Minister and the ministers have announced numerous measures to help support the people and the region.,0,645,LIB,6.48,0.19708711382658556,0.19708711382658556,"Mr. Darshan Singh Kang (Calgary Skyview, Lib.)",27M 23S,0.5630146240270862,https://youtu.be/wwcCf8aW2ko
645,2016 05 09 5,15,2016-05-09,"Will the Minister of Infrastructure and Communities tell the House whether the Liberals are planning to sell off this crown corporation, yes or no?","Will the Minister of Infrastructure and Communities tell the House whether the Liberals are planning to sell off this crown corporation, yes or no?",0,646,CPC,7.09,0.030587957641858184,-0.030587957641858184,"Ms. Dianne L. Watts (South Surrey—White Rock, CPC)",28M 50S,0.6557575435664539,https://youtu.be/_km6JHwCIXc
646,2016 05 09 6,41,2016-05-09,"The buckets the member makes reference to were actually created by the previous government in multiple areas that we are actually trying to put together, so we can deliver results to Canadians in the way that Canadians expect us to do, to deliver the kind of infrastructure they need for public transit, for social housing, for green infrastructure, to build strong, sustainable communities.","The buckets the member makes reference to were actually created by the previous government in multiple areas that we are actually trying to put together, so we can deliver results to Canadians in the way that Canadians expect us to do, to deliver the kind of infrastructure they need for public transit, for social housing, for green infrastructure, to build strong, sustainable communities.",0,647,LIB,25.2,1.253771551735034,1.253771551735034,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",30M 19S,2.3619970643859625,https://youtu.be/5xqOs-f3s6c
647,2016 05 09 7,11,2016-05-09," Of course, we encourage the port authority to work with all the local communities, including the City of Richmond."," Of course, we encourage the port authority to work with all the local communities, including the City of Richmond.",0,648,LIB,7.43,0.858510347848226,0.858510347848226,"Hon. Marc Garneau (Minister of Transport, Lib.)",42M 26S,0.858510347848226,https://youtu.be/JLsFgHfMAuI
648,2016 05 09 8,16,2016-05-09,It urged the government to enforce the spirit and the letter of the cheese standards and to treat diafiltered milk as a dairy ingredient.,Elle a invité le gouvernement à faire respecter l'esprit et la lettre des normes fromagères de façon à traiter le lait diafiltré comme un ingrédient laitier.,1,649,BQ,9.34,0.202589563193864,0.202589563193864,"Mr. Louis Plamondon (Bécancour—Nicolet—Saurel, BQ)",45M 5S,0.6338263536537332,https://youtu.be/U0WD0U0Ltig
649,2016 05 09 9,18,2016-05-09,"  It is very clear to all Canadians the way in which we will proceed, which is principled with a predictability of timing and with meaningful consultation with aboriginal peoples.","  It is very clear to all Canadians the way in which we will proceed, which is principled with a predictability of timing and with meaningful consultation with aboriginal peoples.",0,650,LIB,10.21,0.35859826062473343,0.35859826062473343,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",47M 5S,0.8525605266414849,https://youtu.be/yWTImp-olT8
650,2016 05 04 0,16,2016-05-04,We know that these are the types of investments that will boost economic growth and allow Canadians to get to work and get better jobs.,On sait que ce sont les genres d'investissements qui vont favoriser la croissance économique et permettre aux Canadiens de se rendre au travail et d'obtenir de meilleurs emplois.,1,651,LIB,9.27,0.6850411153032577,0.6850411153032577,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",5M 59S,0.8669595096559662,https://youtu.be/-qoUXAejITA
651,2016 05 04 1,21,2016-05-04,"Mr. Speaker, the credibility of the Minister of Finance took another big hit this week when he admitted that he does not care about this whole balanced budget thing.","Mr. Speaker, the credibility of the Minister of Finance took another big hit this week when he admitted that he does not care about this whole balanced budget thing.",0,652,CPC,9.13,0.8101147633538598,-0.8101147633538598,"Mr. Phil McColeman (Brantford—Brant, CPC)",13M 55S,1.1478200184324774,https://youtu.be/rLkxlLq6fTM
652,2016 05 04 2,15,2016-05-04,"Mr. Speaker, just this week, Stats Canada showed what Conservatives have known all along, small businesses are the middle class.","Mr. Speaker, just this week, Stats Canada showed what Conservatives have known all along, small businesses are the middle class.",0,653,CPC,8.03,0.02532357304257206,0.02532357304257206,"Hon. Alice Wong (Richmond Centre, CPC)",15M 3S,0.5841012153624823,https://youtu.be/dwUb7qah40w
653,2016 05 04 3,17,2016-05-04,"Mr. Speaker, I am proud to rise in the House as a small business owner and operator in Newfoundland and Labrador for over 25 years","Mr. Speaker, I am proud to rise in the House as a small business owner and operator in Newfoundland and Labrador for over 25 years",0,654,LIB,7.22,0.29188638722657095,0.29188638722657095,"Ms. Gudie Hutchings (Parliamentary Secretary for Small Business and Tourism, Lib.)",15M 39S,0.45512599468098164,https://youtu.be/QUCU2EoR2Ic
654,2016 05 04 4,9,2016-05-04,"We decided to invest in the future of Canadian families, to help improve their future.","Nous avons décidé de faire des investissements pour l'avenir de nos familles canadiennes, afin qu'elles aient une meilleure situation dans l'avenir.",1,655,LIB,8.24,0.5024506137212613,0.5024506137212613,"Hon. Bill Morneau (Minister of Finance, Lib.)",17M 12S,0.6130630548416646,https://youtu.be/7-RiNXTOFPo
655,2016 05 04 5,11,2016-05-04,"If that is even remotely true, will the trade minister do her job and table those agreements?","If that is even remotely true, will the trade minister do her job and table those agreements?",1,656,CPC,5.04,0.05137690198483015,-0.05137690198483015,"Hon. Gerry Ritz (Battlefords—Lloydminster, CPC)",21M 1S,0.5375098947822282,https://youtu.be/uDoWIIVYDO0
