Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor,preprocessed,svm_imdb,fasttext_imbd,fasttext_imbdWeight,svm_stanford,fasttext_stanford,fasttext_stanfordWeights,liwc,vader,svm_imdb_probability
503,2016-10-21,2016 10 21 2,https://youtu.be/iMoLjT4WYoQ,15M 43S,"Ms. Gudie Hutchings (Parliamentary Secretary for Small Business and Tourism, Lib.)",0,LIB,4.5,"Small business operators wanted more customers, and that is what we have given them.","Small business operators wanted more customers, and that is what we have given them.",small business operator want customer give,Positive,Positive,0.83854967,Positive,Negative,-0.76856023,2.045454545454546,5.385999999999999,0.8552414387422862
504,2016-10-21,2016 10 21 3,https://youtu.be/5I04kFSu6KY,20M 6S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,8.1,We have heard from the 1.2 million Canadians who live abroad and wish to be part of our democratic institutions and participate in the voting process. ,We have heard from the 1.2 million Canadians who live abroad and wish to be part of our democratic institutions and participate in the voting process. , hear 1.2 million canadians live abroad wish democratic institution participate voting process   ,Positive,Positive,0.7194469,Positive,Negative,-0.78299248,3.181818181818182,7.009499999999999,0.635534684101433
505,2016-10-21,2016 10 21 4,https://youtu.be/vLotBUlTG_E,21M 21S,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",0,LIB,13.21,"Madam Speaker, I will repeat that all members of Parliament and all parties fundraise, and we all abide by the exact same rules, rules that were put in place by the previous Harper government.","Madam Speaker, I will repeat that all members of Parliament and all parties fundraise, and we all abide by the exact same rules, rules that were put in place by the previous Harper government.",madam speaker  repeat member parliament party fundraise abide exact rule rule place previous harper government,Positive,Positive,0.68736565,Positive,Positive,0.88048124,4.049586776859504,7.009499999999999,0.7972975278071023
506,2016-10-21,2016 10 21 5,https://youtu.be/H8nsjOh0Tww,24M 12S,Mr. Kevin Lamoureux,0,LIB,5.59,"Madam Speaker, we all understand that many members sitting on that side of the House—","Madam Speaker, we all understand that many members sitting on that side of the House—",madam speaker understand member sit house—,Negative,Negative,-0.95283592,Negative,Positive,0.67169428,2.045454545454546,5.0,0.26690657196287154
507,2016-10-21,2016 10 21 6,https://youtu.be/q94V40Q1kkg,24M 58S,"Mrs. Sylvie Boucher (Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix, CPC)",1,CPC,11.38,"By way of evidence, we learned that the Minister of Finance made himself available to people who are rich like him for a price. He charged $1,500 for an evening.","La preuve, c'est que nous avons appris que le ministre des Finances a loué sa disponibilité à des gens riches comme lui, au coût de 1 500 $ pour une soirée.","by way evidence learn    minister finance    available people rich like price  charge $ 1,500 evening",Positive,Positive,0.78513587,Positive,Positive,0.68664998,4.126912691269127,8.634500000000001,0.90745383302744
508,2016-10-21,2016 10 21 7,https://youtu.be/OXSe8Ut6NC4,28M 10S,"Ms. Kate Young (Parliamentary Secretary to the Minister of Transport, Lib.)",0,LIB,8.31,"He has named a minister's observer to support the Transportation Safety Board's investigation, and Transport Canada officials have initiated a compliance inspection.","He has named a minister's observer to support the Transportation Safety Board's investigation, and Transport Canada officials have initiated a compliance inspection.", name minister 's observer support transportation safety board 's investigation transport canada official initiate compliance inspection,Positive,Positive,0.58776021,Positive,Positive,0.61380118,4.5855614973262036,8.352500000000001,0.6096777983356555
509,2016-10-21,2016 10 21 8,https://youtu.be/7ZUxPmp4mSU,28M 15S,"Ms. Kate Young (Parliamentary Secretary to the Minister of Transport, Lib.)",0,LIB,5.18,We will take the necessary action on the findings to enhance marine safety in Canada.,We will take the necessary action on the findings to enhance marine safety in Canada., necessary action finding enhance marine safety canada,Positive,Positive,0.96957976,Positive,Positive,0.83128136,6.717171717171717,7.1075,0.6371872361305523
510,2016-10-21,2016 10 21 9,https://youtu.be/KsVF8LV-JNo,31M 34S,"Hon. Jody Wilson-Raybould (Minister of Justice and Attorney General of Canada, Lib.)",0,LIB,13.14,"What we have done is institute an open and transparent process for judicial appointments and, unprecedentedly, have put online application forms wherein anyone can apply to be on the Judicial Advisory Committee.","What we have done is institute an open and transparent process for judicial appointments and, unprecedentedly, have put online application forms wherein anyone can apply to be on the Judicial Advisory Committee.",what institute open transparent process judicial appointment unprecedentedly online application form apply judicial advisory committee,Positive,Negative,-0.71472478,Positive,Positive,0.50762236,3.5379918588873815,5.0,0.5190203751503781
511,2016-10-18,2016 10 18 0,https://youtu.be/yMyEohgns4o,14M 26S,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",1,CPC,11.45,"Mr. Speaker, since you yourself were a candidate, I am sure you will remember that, about a year ago, the Liberal Party made the following promise on page 80 of its platform: “[we will] reduce the small business tax rate to 9 percent from 11 percent”.","Monsieur le Président, puisque vous étiez vous-même un candidat, vous vous souviendrez certainement que, il y a un an à peine, le Parti libéral avait pris cet engagement à la page 89 de sa plateforme: « nous réduirons le taux d’imposition des petites entreprises de 11 à 9 pour cent ».",mr. speaker candidate  sure remember year ago liberal party follow promise page 80 platform reduce small business tax rate 9 percent 11 percent,Positive,Positive,0.93571812,Positive,Positive,0.79972917,2.848061029879212,8.715,0.8656101446600798
512,2016-10-18,2016 10 18 1,https://youtu.be/S5iYeJdiC40,19M 6S,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",0,LIB,21.53,"Let us also be clear that the way we are going to grow our economy and position ourselves for the 21st century is by making these investments, by making sure that we have a price on pollution and we are investing in the things that we want, which is a clean and sustainable future that will grow our economy and ensure that future generations have a planet that is clean and healthy to—","Let us also be clear that the way we are going to grow our economy and position ourselves for the 21st century is by making these investments, by making sure that we have a price on pollution and we are investing in the things that we want, which is a clean and sustainable future that will grow our economy and ensure that future generations have a planet that is clean and healthy to—",let clear way go grow economy position 21st century make investment make sure price pollution invest thing want clean sustainable future grow economy ensure future generation planet clean healthy to—,Positive,Positive,0.91882056,Positive,Positive,0.78986591,3.6614892645043406,9.6565,0.6323198125893994
513,2016-10-18,2016 10 18 2,https://youtu.be/hTL-mUK_VR0,20M 18S,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",1,LIB,20.27,"Manuel Valls, the socialist Prime Minister of France, described the deal as balanced, win-win, and mutually beneficial.","En outre, Manuel Valls, le premier ministre socialiste de la France, a dit que l'accord était équilibré, gagnant-gagnant et mutuellement bénéfique.",manuel valls socialist prime minister france describe deal balance win win mutually beneficial,Positive,Positive,0.98614728,Positive,Positive,0.91867638,4.197292069632496,9.4425,0.937528575429382
514,2016-10-18,2016 10 18 3,https://youtu.be/0aEq-4V7vHU,22M 17S,"Mrs. Shannon Stubbs (Lakeland, CPC)",0,CPC,7.5,"The Liberals are imposing a harmful tax that will make food, diapers, formula, and everything even more expensive for everyone.","The Liberals are imposing a harmful tax that will make food, diapers, formula, and everything even more expensive for everyone.",the liberals impose harmful tax food diaper formula expensive,Positive,Negative,-0.68378675,Positive,Negative,-0.87435597,2.3994038748137108,3.5199999999999996,0.5222055534572914
515,2016-10-18,2016 10 18 4,https://youtu.be/9VHQpzF4cS4,22M 49S,"Hon. Bill Morneau (Minister of Finance, Lib.)",0,LIB,14.3,"Mr. Speaker, I would encourage the hon. member to speak to some of the Albertans that she is speaking about, because she would find that they have actually had a reduction in taxes this year, which has gone to help their families—","Mr. Speaker, I would encourage the hon. member to speak to some of the Albertans that she is speaking about, because she would find that they have actually had a reduction in taxes this year, which has gone to help their families—",mr. speaker  encourage hon member speak albertans speak find actually reduction tax year go help families—,Negative,Negative,-0.58070052,Negative,Positive,0.69693792,2.731560891938251,8.591999999999999,0.5422389519354046
516,2016-10-18,2016 10 18 5,https://youtu.be/D6ZdEmTComM,24M 54S,"Mr. Matt Jeneroux (Edmonton Riverbend, CPC)",0,CPC,8.45,"Mr. Speaker, as the Liberals are busy creating taxes on everything from heating bills to Netflix, unemployed Albertans are struggling to provide for their families.","Mr. Speaker, as the Liberals are busy creating taxes on everything from heating bills to Netflix, unemployed Albertans are struggling to provide for their families.",mr. speaker liberals busy create tax heating bill netflix unemployed albertans struggle provide family,Positive,Positive,0.91616285,Positive,Negative,-0.88828331,3.649732620320856,4.742,0.6178069976784881
517,2016-10-18,2016 10 18 6,https://youtu.be/AcXpiZR2wnY,42M 27S,"Mr. Romeo Saganash (Abitibi—Baie-James—Nunavik—Eeyou, NDP)",0,NDP,9.06,"Mr. Speaker, Inuit and their Innu supporters in Labrador are raising serious concerns about the impacts of flooding at Muskrat Falls. ","Mr. Speaker, Inuit and their Innu supporters in Labrador are raising serious concerns about the impacts of flooding at Muskrat Falls. ",mr. speaker inuit innu supporter labrador raise concern impact flooding muskrat falls   ,Positive,Positive,0.58747315,Positive,Positive,0.89037365,3.7241735537190084,6.3660000000000005,0.6564705529394481
518,2016-10-18,2016 10 18 7,https://youtu.be/lGedRbuIxEk,42M 36S,"Mr. Romeo Saganash (Abitibi—Baie-James—Nunavik—Eeyou, NDP)",0,NDP,5.39,"Yesterday, nine people were arrested, including elders, and two are on hunger strikes.","Yesterday, nine people were arrested, including elders, and two are on hunger strikes.",yesterday people arrest include elder hunger strike,Positive,Positive,0.71449512,Positive,Negative,-0.53316337,3.181818181818182,2.0029999999999997,0.6530148684221175
