"Label","Date","ID_main","youTube","timeStamp","Speaker","French","party","seconds","english","floor","lexiProcessed","sentiment_lsd","sentiment_jockers_rinker","sentiment_sentiwordnet","sentiment_huliu"
521,"2016-10-06","2016 10 06 0","https://youtu.be/muLlx42DYYI","27M 50S","Mr. Romeo Saganash (Abitibi—Baie-James—Nunavik—Eeyou, NDP)",1,"NDP","10.15","Mr. Speaker, not only is the Prime Minister responsible for the youth file, but I believe I heard him promise a new nation-to-nation relationship with indigenous peoples.","Monsieur le Président, non seulement le premier ministre est responsable du dossier de la jeunesse, mais j'ai cru l'entendre promettre une nouvelle relation de nation à nation avec les peuples autochtones.","Mr . Speaker , not only is the Prime Minister responsible for the youth file , but I believe I heard him promise a new nation - to - nation relationship with indigenous peoples .",1,0.357566965042103,-0.0305546531626052,0.307757737972548
522,"2016-10-06","2016 10 06 1","https://youtu.be/QhDvEyOWYD4","32M 44S","Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",1,"CPC","5.25","In light of these revelations, does the government still support China's bid?","À la lumière de ces révélations, le gouvernement appuie-t-il toujours la candidature de la Chine?","In light of these revelations , does the government still support China ' s bid ?",1,0.133867325473445,-0.192225362196766,0.212944125891708
523,"2016-10-06","2016 10 06 2","https://youtu.be/UAt1nZqnIfE","37M 29S","Hon. MaryAnn Mihychuk (Minister of Employment, Workforce Development and Labour, Lib.)",0,"LIB","22.47"," Instead, we are providing help to go to school, providing help to find the experience that they need, and working with industries and employers from coast to coast to coast to allow them an opportunity to have more co-ops, work placements, which will ensure that young people have a successful career going forward."," Instead, we are providing help to go to school, providing help to find the experience that they need, and working with industries and employers from coast to coast to coast to allow them an opportunity to have more co-ops, work placements, which will ensure that young people have a successful career going forward.","Instead , we are providing help to go to school , providing help to find the experience that they need , and working with industries and employers from coast to coast to coast to allow them an opportunity to have more co - ops , work placements , which will ensure that young people have a successful career going forward .",1,0.740084243144424,0.0987781635817191,0.200822838200909
524,"2016-10-06","2016 10 06 3","https://youtu.be/wiyJiuwCjyM","38M 30S","Hon. John McCallum (Minister of Immigration, Refugees and Citizenship, Lib.)",0,"LIB","7.02","Citizenship is an extraordinary privilege, and those who seek to obtain it improperly will be gone after.","Citizenship is an extraordinary privilege, and those who seek to obtain it improperly will be gone after.","Citizenship is an extraordinary privilege , and those who seek to obtain it improperly will be gone after .",0.5,0.105653951694174,-0.17915922031362,0.17906868304773
525,"2016-10-06","2016 10 06 4","https://youtu.be/GEtBDyYOBK0","39M 44S","Hon. John McCallum (Minister of Immigration, Refugees and Citizenship, Lib.)",0,"LIB","8.17","That said, someone whose citizenship has been revoked should have the opportunity to appeal that decision.","That said, someone whose citizenship has been revoked should have the opportunity to appeal that decision.","That said , someone whose citizenship has been revoked should have the opportunity to appeal that decision .",0,0.00819165494955614,0,-0.0132827868852459
526,"2016-10-06","2016 10 06 5","https://youtu.be/ytpCwF92o8o","40M 34S","Hon. Peter Kent (Thornhill, CPC)",0,"CPC","18.25","It is bad enough that the Liberals did not protest when China blocked Taiwan's usual observer role at the civil aviation meeting in Montreal, but how could the government remain silent when China blocked a Canadian citizen, a journalist, from covering that meeting, in Canada?","It is bad enough that the Liberals did not protest when China blocked Taiwan's usual observer role at the civil aviation meeting in Montreal, but how could the government remain silent when China blocked a Canadian citizen, a journalist, from covering that meeting, in Canada?","It is bad enough that the Liberals did not protest when China blocked Taiwan ' s usual observer role at the civil aviation meeting in Montreal , but how could the government remain silent when China blocked a Canadian citizen , a journalist , from covering that meeting , in Canada ?",-0.5,0.286170253592632,-0.16818780459466,0.356704296958864
527,"2016-10-06","2016 10 06 6","https://youtu.be/meeVnYxQu2E","41M 2S","Hon. Stéphane Dion (Minister of Foreign Affairs, Lib.)",0,"LIB","10.01","The big difference from when the opposition was the government, in fact, is that its members were staying in Canada instead of arguing the case for human rights in China.","The big difference from when the opposition was the government, in fact, is that its members were staying in Canada instead of arguing the case for human rights in China.","The big difference from when the opposition was the government , in fact , is that its members were staying in Canada instead of arguing the case for human rights in China .",-0.333333333333333,-0.113125990767963,0.0316264215463714,-0.180401585228741
528,"2016-10-06","2016 10 06 7","https://youtu.be/iOTOri6Z15s","45M 46S","Hon. Ginette Petitpas Taylor (Moncton—Riverview—Dieppe, Lib.)",0,"LIB","9.12","Can the Minister of Public Safety update the House on the status of the two class action lawsuits filed by the current and former women who have worked within the RCMP?","Can the Minister of Public Safety update the House on the status of the two class action lawsuits filed by the current and former women who have worked within the RCMP?","Can the Minister of Public Safety update the House on the status of the two class action lawsuits filed by the current and former women who have worked within the RCMP ?",0,0.0733329241200935,-0.198898807042196,0.132865492318939
529,"2016-10-06","2016 10 06 8","https://youtu.be/DqYMOFhZYic","46M 15S","Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",0,"LIB","17.37","This historic moment is testament to the courage and perseverance of the women who led this effort and the deep desire of all parties to move forward to ensure that all RCMP members have the safe and respectful work environment they deserve and that Canadians expect.","This historic moment is testament to the courage and perseverance of the women who led this effort and the deep desire of all parties to move forward to ensure that all RCMP members have the safe and respectful work environment they deserve and that Canadians expect.","This historic moment is testament to the courage and perseverance of the women who led this effort and the deep desire of all parties to move forward to ensure that all RCMP members have the safe and respectful work environment they deserve and that Canadians expect .",1,0.631273034879144,0.276773692902824,0.650507756756574
530,"2016-10-06","2016 10 06 9","https://youtu.be/azyrUUIiaPU","50M 6S","Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,"LIB","7.22","For the government to make a decision before it has gone through due process would be irresponsible, and we will not do it.","For the government to make a decision before it has gone through due process would be irresponsible, and we will not do it.","For the government to make a decision before it has gone through due process would be irresponsible , and we will not it .",-1,-0.351022208416546,-0.253727668170568,-0.421026650099855
531,"2016-10-03","2016 10 03 0","https://youtu.be/AhBQhTr6RAU","49S","Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,"LIB","7.42","Mr. Speaker, as members of the House all know, we are working very hard on this issue with the United States.","Monsieur le Président, comme les députés de la Chambre le savent tous, nous travaillons très fort à ce dossier, de concert avec les Américains.","Mr . Speaker , as members of the House all know , we are working very hard on this issue with the United States .",0,-0.161819430419001,0.126191067299454,-0.772933266011203
532,"2016-10-03","2016 10 03 1","https://youtu.be/4O0OFWoMEfo","2M 14S","Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,"LIB","15.47","That is why we are so pleased to once again be discussing the health care system with the provinces, coming up with solutions, and respecting the provinces and their ability to meet the needs of all Canadians.","C'est donc avec grand plaisir que nous nous engageons encore une fois à parler du système de santé avec les provinces, à trouver des solutions et à respecter les provinces et leur capacité de répondre aux besoins de tous les Canadiens. Le gouvernement fédéral sera là.","That is why we are so pleased to once again be discussing the health care system with the provinces , coming up with solutions , and respecting the provinces and their ability to meet the needs of all Canadians .",1,0.336773424574872,0.269881323358069,0.121701077045733
533,"2016-10-03","2016 10 03 2","https://youtu.be/a0j42irB6rY","2M 44S","Hon. Denis Lebel (Lac-Saint-Jean, CPC)",1,"CPC","3.28","That must have been a pretty good idea because the Liberals are doing the same thing. "," Cela ne devait pas être une trop mauvaise idée, car les libéraux font la même chose. ","That must have been a pretty good idea because the Liberals are doing the same thing .",1,0.118731633847674,-0.0197895820161949,0.201320357262533
